id,title,content,news_datetime,source,create_time,relevance,direction,impact,interest_direction,interest_impact,dollar_direction,dollar_impact,warrisk_direction,warrisk_impact,liquidity_direction,liquidity_impact,emotion_direction,emotion_impact,keyword,reference_content,interest,dollar,warrisk,liquidity,emotion,conclusion_short,conclusion_mid,conclusion_long,insight,conclusion,content_hash,Reference,shorttime,midtime,longtime
"5262","伊朗称美驻沙特大使馆遭袭与伊无关 系以色列所为","当地时间4月4日，伊朗伊斯兰革命卫队公共关系部门发布消息表示，对美方称美国驻沙特大使馆遭到伊朗袭击一事表示谴责，声明此次事件与伊朗无关，并指出，鉴于该地区以军的战略，此次行动“无疑是以色列所为”。革命卫队表示，伊朗方面此前已明确公布其打击目标范围，并已就以色列在地区制造动乱的行为，向周边国家发出过必要警告。（央视新闻）","2026-04-04 14:44:33","华尔街见闻","2026-04-04 14:45:56","1","1","3","0","1","0","1","1","3","0","1","1","3","[""伊朗"", ""美驻沙特大使馆"", ""以色列"", ""谴责"", ""否认关联"", ""指认以色列所为""]",,"新闻未涉及影响实际利率的政策/经济因素，无显著影响","未直接冲击美元避险或供需，波动有限","中东局势仍紧张，地缘风险边际上升，利多黄金","无流动性相关信息，影响可忽略","地区冲突关联事件提升避险情绪，支撑金价",,,,"关注中东局势后续升级可能，短期金价或受避险支撑","新闻短期利多黄金（强度中），中期中性，长期影响弱，源于地缘风险边际上升引发避险情绪","0b5035eb65201633fafa9c3901affae5","[]","短期利多黄金，强度中","中期偏中性，若局势未升级支撑减弱","长期影响弱，未改变中东长期格局"
"5263","荷兰警方正在调查以色列中心发生的爆炸事件。","荷兰警方正在调查以色列中心发生的爆炸事件。","2026-04-04 15:14:56","新浪财经","2026-04-04 15:16:21","1","1","2","1","1","-1","1","1","2","0","0","1","2","[""荷兰警方"", ""以色列中心爆炸事件"", ""调查""]",,"事件暂未影响美联储政策，美债实际利率波动小，影响低","事件规模有限，美元避险需求微升，利空黄金影响低","涉及以色列的爆炸事件，地缘风险小幅上升，利多黄金影响中低","事件未引发市场流动性紧张，影响可忽略","事件引发轻微避险情绪，利多黄金影响中低",,,,"关注事件后续是否发酵，升级则需警惕黄金波动","该事件短期轻微利多黄金，中期长期中性，需跟踪事件进展","97a9c3d668068d7e13c5c9109600a65b","[]","短期利多，强度低，因事件规模有限，避险情绪仅小幅升温","中期中性，无持续发酵信号，对黄金趋势无显著影响","长期中性，事件未改变黄金长期驱动因素"
"5264","【国际货币基金组织敦促日本央行继续加息】国际货币基金组织（IMF）敦促日本央行继续加息，尽管中东冲突给日本经济前景带来了“重大新风险”。IMF在周五于华盛顿发表...","【国际货币基金组织敦促日本央行继续加息】国际货币基金组织（IMF）敦促日本央行继续加息，尽管中东冲突给日本经济前景带来了“重大新风险”。IMF在周五于华盛顿发表的声明中表示，尽管部分由于伊朗冲突，预计日本经济增长将放缓，但工资的逐步增长将支撑消费。该声明是在与日本结束政策磋商后发布的。IMF表示，“经济前景和通胀风险总体平衡”，预计通胀率将在2027年趋近于日本央行2%的目标。IMF表示，其执行董事会同意日本央行退出宽松货币政策的做法是恰当的。声明称，“他们指出，随着潜在通胀率向日本央行目标靠拢，应继续采取灵活、沟通顺畅且以数据为依据的方式逐步加息至中性水平。”","2026-04-04 15:20:08","新浪财经","2026-04-04 15:22:44","1","1","3","-1","3","1","3","1","2","-1","3","1","2","[""IMF"", ""日本央行"", ""继续加息"", ""中东冲突"", ""通胀2027趋近2%"", ""退出宽松"", ""逐步加息至中性""]",,"IMF敦促日本加息，全球货币政策收紧预期升温，美债实际利率或上行，利空黄金","日本加息预期提振日元，美元指数承压下行，利多黄金","中东冲突为日本经济带来风险，但未加剧，地缘政治风险对黄金影响低","日本央行退出宽松，全球流动性逐步收紧，利空黄金","中东冲突避险与加息预期交织，情绪谨慎支撑黄金但影响有限",,,,"关注日本加息节奏及中东冲突，短期黄金或区间震荡偏强","IMF敦促日本加息，短期黄金受美元跌及避险支撑偏利多，长期或受利率上移压制","b3a159d92f3f3be2418d0549e836d60b","[]","短期利多，强度中等（美元跌+避险支撑，部分抵消加息利空）","中期偏利多，日本加息缓慢，地缘风险持续支撑","长期偏利空，日本加息至中性，全球利率中枢上移压制"
"5265","【欧盟五国财长呼吁对能源企业征收暴利税】据一封欧盟五国财长联名致信欧盟委员会的信函显示，五位财长呼吁对能源企业的暴利征税，以应对伊朗冲突导致的燃料价格上涨。德国...","【欧盟五国财长呼吁对能源企业征收暴利税】据一封欧盟五国财长联名致信欧盟委员会的信函显示，五位财长呼吁对能源企业的暴利征税，以应对伊朗冲突导致的燃料价格上涨。德国、意大利、西班牙、葡萄牙和奥地利的财长在日期为周五的联名信中发出这一呼吁，称此举将表明“我们团结一致，并有能力采取行动”。他们在信中写道：“这也将发出一个明确的信息，即那些从战争后果中获利的人必须尽自己的一份力，减轻公众的负担。”","2026-04-04 15:24:57","新浪财经","2026-04-04 15:26:49","1","0","1","0","1","0","1","0","1","0","1","0","1","[""欧盟五国财长"", ""能源企业暴利税"", ""伊朗冲突"", ""燃料价格上涨"", ""应对公众负担""]",,"欧盟暴利税对美债实际利率无直接影响，间接影响极弱","欧盟内部政策对美元指数直接影响小，无明显方向","征税是应对伊朗冲突后果，未直接改变地缘风险水平","能源暴利税属再分配，对资本市场流动性影响微弱","未直接加剧或缓解避险情绪，市场情绪无明显变化",,,,"该新闻对黄金驱动因素影响有限，暂无需调整配置","欧盟暴利税应对伊朗冲突导致的能源涨价，对黄金市场无显著短期/中期/长期影响","3e9feeac78f30725ec0f39bba9a9f166","[]","短期无明显利多/利空，影响极弱","中期对黄金市场无显著影响，维持中性","长期不改变黄金核心驱动逻辑，影响可忽略"
"5266","伊朗塔斯尼姆通讯社：美国和以色列空袭伊拉姆省梅赫兰市入口。","伊朗塔斯尼姆通讯社：美国和以色列空袭伊拉姆省梅赫兰市入口。","2026-04-04 15:33:55","新浪财经","2026-04-04 15:35:53","1","1","4","1","3","-1","3","1","4","1","3","1","4","[""美国"", ""以色列"", ""伊朗"", ""空袭"", ""伊拉姆省"", ""梅赫兰市""]",,"冲突引发避险买美债压低名义利率，通胀预期升温，实际利率下行利多黄金","短期避险资金流入美元，美元指数上行利空黄金，但中东冲突或抑制涨幅","美以空袭伊朗，中东地缘冲突升级风险陡增，避险需求大幅上升利多黄金","风险资产抛售导致资金转向避险，黄金流动性需求上升利多","空袭事件引发市场恐慌，避险情绪飙升，黄金看涨情绪浓厚利多",,,,"关注中东冲突后续升级情况，短期黄金或冲高，警惕获利了结风险","美以空袭伊朗触发短期避险，黄金短期利多；中期需跟踪冲突走向，长期影响有限","d5fcab82193139e221de25a287d32f28","[]","利多，强度高；地缘冲突触发避险，情绪与风险溢价上升，黄金短期获强支撑","中性偏多；若冲突未升级，中期影响逐步消退，若升级则维持利多","中性；长期若无持续冲突，地缘风险对黄金影响有限，回归基本面"
"5267","【伊官员：伊朗石油出口量有所增加 全国燃料供应正常】伊朗议会能源委员会主席4日表示，伊朗石油出口量有所增加。他还表示，目前伊朗全国燃料供应正常，已做好应对战争的...","【伊官员：伊朗石油出口量有所增加 全国燃料供应正常】伊朗议会能源委员会主席4日表示，伊朗石油出口量有所增加。他还表示，目前伊朗全国燃料供应正常，已做好应对战争的必要准备。另外，伊朗南帕斯天然气区在遭受袭击后的检查和评估已完成。（央视新闻）","2026-04-04 15:50:08","新浪财经","2026-04-04 15:52:03","1","1","2","0","1","0","1","1","2","0","1","1","2","[""伊朗议会能源委员会主席"", ""石油出口增加"", ""燃料供应正常"", ""战争准备"", ""南帕斯气区评估完成""]",,"未涉及美债实际利率相关政策/数据，无直接影响","未涉及美元相关政策/数据，无直接影响","伊朗战争准备提升中东地缘风险，利多黄金","未涉及流动性相关政策/事件，无直接影响","地缘风险升温推动避险情绪，看涨黄金",,,,"关注中东局势是否升级，冲突将强化黄金利多","短期利多黄金，中长期依赖局势变化","691f18b0e81e9063b27421b5c7a30ec1","[]","短期因地缘风险升温利多黄金，强度中等","中期若局势未升级，影响趋弱，中性","长期需观察中东局势是否持续紧张，暂中性"
"5268","伊官员：伊朗石油出口量有所增加 全国燃料供应正常","伊朗议会能源委员会主席4日表示，伊朗石油出口量有所增加。他还表示，目前伊朗全国燃料供应正常，已做好应对战争的必要准备。另外，伊朗南帕斯天然气区在遭受袭击后的检查和评估已完成。 (央视新闻)","2026-04-04 15:49:24","华尔街见闻","2026-04-04 15:52:27","1","1","2","0","1","0","1","1","2","0","1","1","2","[""伊朗议会能源委员会主席"", ""石油出口增加"", ""燃料供应正常"", ""应对战争准备"", ""南帕斯气区检查完成""]",,"未涉及美联储政策/通胀，对美债实际利率无直接影响，方向中性","未涉及美国经济/美元政策，对美元指数无直接冲击，方向中性","伊朗做好战争准备，维持中东地缘紧张，风险未降，利多黄金，程度中","未涉及流动性政策，对资本市场流动性无影响，方向中性","中东地缘紧张未缓解，避险情绪小幅升温，支撑黄金看涨，程度中",,,,"关注中东冲突是否升级，爆发则黄金利多强度提升","短期受中东地缘支撑利多，中期趋弱，长期中性，跟踪冲突进展","027cd80bb88e392f5161fef175924d5a","[]","利多，强度2；地缘紧张支撑避险，短期金价或小幅上行","中性偏多，强度1；无进一步冲突则影响趋弱，金价震荡","中性，强度0；无持续冲突则影响消退，回归基本面"
"5269","【以军称空袭德黑兰“关键基础设施” 以多地因伊朗打击受损】以色列国防军4日说，以军前一天空袭伊朗首都德黑兰“关键基础设施”。另据以媒报道，以多地4日凌晨遭伊朗导...","【以军称空袭德黑兰“关键基础设施” 以多地因伊朗打击受损】以色列国防军4日说，以军前一天空袭伊朗首都德黑兰“关键基础设施”。另据以媒报道，以多地4日凌晨遭伊朗导弹袭击，造成建筑物、输电线等设施受损。 以军说，以军此轮空袭目标包括一处伊朗伊斯兰革命卫队储存防空导弹的设施、一处负责保护伊朗武器研发设施的军事基地、一处弹道导弹储存点以及其他武器生产、研发设施。 另据《以色列时报》4日援引来自消防救援和当地市政部门的消息报道，伊朗最新一轮袭击造成中部拉马特甘地区一栋建筑部分坍塌、哈艾因角地区一条高压输电线路损毁并导致部分地区停电。以色列南部城市贝尔谢巴附近的一处工业区也遭伊朗导弹袭击，引发大火。（新华社）","2026-04-04 15:59:23","新浪财经","2026-04-04 16:01:33","1","1","4","-1","3","1","3","1","4","-1","3","1","4","[""以色列国防军"", ""伊朗"", ""空袭德黑兰关键基础设施"", ""伊朗导弹袭击以色列多地"", ""设施受损""]",,"冲突推升通胀预期+美债需求升，实际利率降，利好黄金","中东冲突短期推升美元避险，美元走强，利空黄金","以伊冲突升级，中东地缘风险升，强利好黄金","风险偏好降，避险资金流入黄金，利好","避险情绪升，看涨黄金升温，强利好",,,,"关注冲突走向，短期可逢低布局黄金","以伊冲突升级推避险，短期黄金利多，中期跟踪冲突","471acc139fd2b48ca9d9a8eb7195f257","[""""]","短期利多，强度中高，地缘+避险主导","中期利多，若冲突未扩大则减弱","长期需看冲突是否持续，暂中性偏多"
"5270","伊朗西南部胡齐斯坦省的伊玛目 Bandar 石油化工综合体遭空袭，部分区域受损。","伊朗西南部胡齐斯坦省的伊玛目 Bandar 石油化工综合体遭空袭，部分区域受损。","2026-04-04 16:14:58","新浪财经","2026-04-04 16:17:06","1","1","2","1","1","0","1","1","2","0","1","1","1","[""伊朗"", ""伊玛目 Bandar石油化工综合体"", ""空袭"", ""部分区域受损""]",,"空袭引发油价短期波动→通胀预期微升→美债实际利率小幅下降→利多黄金（低）","单次空袭对美元避险支撑有限→影响中性（低）","中东能源设施遭袭→地缘风险上升→利多黄金（中）","无大规模市场动荡→流动性影响中性（低）","避险情绪微升→看涨黄金情绪小幅提升→利多黄金（低）",,,,"关注中东局势后续，单次空袭影响有限但需警惕冲突升级","单次伊朗石油设施空袭短期利多黄金，影响强度中等，中期中性","85ef036eeb7f50ff683108771d3f95e3","[]","短期利多，强度中","中期中性，局势无升级则影响消退","长期中性，取决于局势是否持续恶化"
"5271","土交通部长称又一艘土耳其船只通过霍尔木兹海峡","当地时间4月4日获悉，土耳其交通和基础设施部部长阿卜杜勒卡迪尔·乌拉尔奥卢表示，第二艘土耳其船只已成功通过霍尔木兹海峡。乌拉尔奥卢透露，自美以伊冲突爆发以来，共有15艘土耳其船东拥有的船只滞留在霍尔木兹海峡附近。其中第一艘船已于3月中旬获伊朗许可通过，最近几天第二艘也顺利完成通行。（央视新闻）","2026-04-04 16:16:30","华尔街见闻","2026-04-04 16:18:44","1","-1","2","-1","1","1","1","-1","2","0","1","-1","2","[""土耳其交通部长"", ""土耳其船只"", ""霍尔木兹海峡"", ""美以伊冲突"", ""15艘滞留船只"", ""第二艘顺利通过""]",,"美以伊冲突风险缓解，美债实际利率小幅上升，利空黄金，影响低","避险需求减弱，美元指数小幅回落，利多黄金，影响低","海峡通行障碍边际缓解，地缘风险下降，利空黄金，影响中","事件未直接影响流动性，变化不明显，对黄金影响中性，程度低","地缘紧张缓解，避险情绪回落，黄金看涨情绪减弱，利空黄金，影响中",,,,"关注美以伊冲突及海峡通行动态，警惕局势反复支撑黄金","当前海峡通行缓解，黄金短期偏利空，中期存不确定性，长期影响微弱","b558387db527075a12a7662a49360dc0","[]","短期偏利空，地缘风险和情绪缓解抵消美元回落的利多","中期中性偏空，需观察局势是否持续缓解","长期影响有限，依赖美联储政策及通胀等核心因素"
"5272","以色列北部加利利地区空袭警报响起。","以色列北部加利利地区空袭警报响起。","2026-04-04 16:18:58","新浪财经","2026-04-04 16:21:17","1","1","3","1","1","-1","1","1","3","1","1","1","3","[""以色列北部加利利地区"", ""空袭警报响起""]",,"潜在冲突暂未显著影响美债供需，实际利率波动有限，对黄金利多影响弱","中东附近避险情绪小幅推升美元，美元走强利空黄金，但影响有限","空袭警报提示潜在冲突风险，地缘政治风险升温，显著利多黄金","警报未引发大规模资金流动，资本市场流动性暂未明显变化，对黄金影响弱","空袭警报触发市场避险情绪，黄金看涨情绪升温，利多黄金",,,,"关注后续是否有实际冲突升级，升级则黄金利多强化","短期受地缘风险和避险情绪影响，黄金偏利多，强度中等；中期需观察冲突持续性","a251e63001cadda1f34359aa44128ef7","[]","短期地缘风险升温+避险情绪，利多黄金，强度中等","中期若无实际冲突升级，影响减弱，中性偏利多","长期若冲突未持续，影响中性"
"5273","伊朗塔斯尼姆通讯社：一枚弹片击中布什尔核电站围栏外围区域，造成一人死亡。","伊朗塔斯尼姆通讯社：一枚弹片击中布什尔核电站围栏外围区域，造成一人死亡。","2026-04-04 16:31:09","新浪财经","2026-04-04 16:33:02","1","1","3","1","3","-1","1","1","3","0","1","1","3","[""伊朗塔斯尼姆通讯社"", ""布什尔核电站"", ""弹片"", ""击中围栏外围"", ""一人死亡""]",,"地缘风险升温引美债避险买盘，实际利率下行，利好黄金","事件未引发大规模冲突，美元避险需求有限","核电站为敏感目标，事件提升中东地缘风险","未引发系统性风险，资本市场流动性无显著冲击","敏感设施事件触发避险情绪，利好黄金",,,,"关注中东冲突是否升级，核电站事件或加剧避险波动","短期地缘避险利多黄金，中期/长期看局势是否持续","a9791544528ad6b8a078e3fa8f4a5c59","[]","利多，强度中；地缘风险升温触发避险，事件未升级影响有限","中性，若后续无冲突升级则影响消退","中性，需观察中东局势持续变化"
"5274","伊朗布什尔核电站再遭袭 1名安保人员死亡","据伊朗方面消息，当地时间4日上午，一枚炮弹击中伊朗布什尔核电站附近的围栏。袭击产生的爆炸冲击波和弹片导致核电站一栋侧楼受损，并造成1名安保人员死亡。初步调查显示，此次袭击并未对核电站主要设施造成损坏，电站运行未受影响。据悉，这是近期该核电站遭受的第四次袭击。（央视新闻）","2026-04-04 16:46:43","华尔街见闻","2026-04-04 16:48:29","1","1","3","0","1","0","1","1","3","0","1","1","3","[""伊朗布什尔核电站"", ""遭袭"", ""1名安保死亡"", ""第四次袭击"", ""未损主要设施"", ""运行未受影响""]",,"袭击未引发经济政策变动，美债实际利率暂稳，影响低","事件规模有限，美元避险需求无显著变化，影响低","中东核设施遭袭，地缘风险边际上升，利多黄金，影响中","无直接流动性调控，市场流动性暂不受影响，影响低","袭击引发避险情绪小幅升温，未达恐慌，利多黄金，影响中",,,,"关注后续冲突升级情况，当前可适度配置避险资产","短期利多黄金，程度中等，中期需跟踪地缘冲突进展","fb26cc6c060943758ae61dd14940d07a","[]","短期利多，程度中等，因地缘风险升温但事件规模有限","中期利多但程度低，需观察冲突是否升级","长期中性，若冲突不持续则影响消退"
"5275","美联航将暂停飞往以色列航班至9月份","当地时间4日以色列方面消息，美国联合航空公司飞往以色列的航班将暂停运营，预计恢复日期为9月7日。（央视新闻）","2026-04-04 16:54:10","华尔街见闻","2026-04-04 16:55:41","1","1","3","0","1","0","1","1","3","0","1","1","3","[""美联航"", ""以色列"", ""暂停飞往以色列航班"", ""9月7日恢复""]",,"新闻未直接关联美联储政策或通胀，对美债实际利率无显著影响","局部航班暂停不影响美元基本面，对美元指数影响微弱","以色列航班暂停暗示地区安全担忧，地缘政治风险小幅上升，利多黄金","局部航班调整不影响全球资本市场流动性，影响可忽略","地区安全担忧升温，市场避险情绪小幅上升，支撑黄金价格",,,,"关注以色列局势后续升级可能，冲突扩大则黄金避险需求显著提升","短期因局部地缘风险小幅利多黄金，中期中性偏多，长期无显著影响","3329c85823309a2791b6c86f727ec484","[]","短期利多，强度中等；局部地缘风险引发避险，支撑金价","中期中性偏多，强度弱；局势无升级则影响逐步消退","长期中性，强度弱；局部事件不改变黄金长期趋势"
"5276","【以军称伊朗发射集束弹头导弹 击中以中部多地致住宅受损】当地时间4日，以色列救援部门表示，一枚搭载集束弹头的伊朗弹道导弹发射后，其子母弹落在以色列中部城市伯尼布...","【以军称伊朗发射集束弹头导弹 击中以中部多地致住宅受损】当地时间4日，以色列救援部门表示，一枚搭载集束弹头的伊朗弹道导弹发射后，其子母弹落在以色列中部城市伯尼布莱克和拉马特甘，导致当地住宅建筑受损。目前，具体伤亡情况尚在核实中。","2026-04-04 17:29:53","新浪财经","2026-04-04 17:32:13","1","1","4","-1","3","1","3","-1","5","-1","3","-1","5","[""以色列"", ""伊朗"", ""集束弹头导弹"", ""击中"", ""住宅受损"", ""伤亡核实中""]",,"中东冲突短期未改美联储政策，实际利率小幅下行，利多黄金，程度中","避险支撑美元小幅走强，利空黄金，程度中","伊朗以色列冲突升级（导弹袭击），地缘风险大幅上升，极强利多黄金","风险偏好下降，资金流入避险资产，黄金流动性需求上升，利多，程度中","导弹击中住宅引发恐慌，看涨情绪显著提升，极强利多黄金",,,,"关注冲突后续升级，短期黄金避险价值凸显","伊朗以色列冲突升级（导弹袭击）短期极强利多黄金，中期看冲突走向","4cbaa415b91efca6cf91e3dc9b57b300","[]","短期利多，强度高（地缘风险+情绪驱动主导）","若冲突未升级，利多减弱至中性偏多","若冲突持续/扩散则利多，否则中性"
"5277","伊拉克关闭与伊朗接壤的一处边境口岸","当地时间4月4日，伊拉克安全部门消息人士称，伊拉克已关闭该国南部与伊朗接壤的沙拉姆切口岸。据悉，当天上午，该口岸遭袭，当地贸易和客运交通中断。据巴士拉省议会安全委员会声明，一名伊拉克籍旅客在针对该口岸的袭击中死亡，另有多人受伤。（央视新闻）","2026-04-04 17:35:30","华尔街见闻","2026-04-04 17:36:29","1","1","2","0","1","0","1","1","2","0","1","1","2","[""伊拉克"", ""伊朗"", ""沙拉姆切口岸"", ""关闭"", ""遭袭"", ""贸易客运中断"", ""1死多伤""]",,"事件未直接关联美联储政策或通胀，对美债实际利率无显著影响","边境冲突规模小，未引发美元大幅避险需求或抛售，影响弱","局部边境冲突引发有限地缘风险，避险需求小幅提升，利多黄金","局部事件未冲击全球金融市场流动性，无显著影响","局部冲突引发市场轻微避险情绪，看涨黄金情绪小幅升温",,,,"关注冲突是否升级，局部事件仅短期轻微利多","局部边境冲突短期轻微利多黄金，中期长期中性","e5ef1be1de58a933929b9deb67a7f3d0","[]","短期利多黄金，强度弱（冲突规模有限）","中期中性，若冲突不升级影响消退","长期中性，无持续地缘冲击"
"5278","伊朗伊斯兰革命卫队：我们袭击了迪莫纳、内盖夫、贝尔谢巴、拉马特甘，以色列的防御系统未能拦截我们的导弹。","伊朗伊斯兰革命卫队：我们袭击了迪莫纳、内盖夫、贝尔谢巴、拉马特甘，以色列的防御系统未能拦截我们的导弹。","2026-04-04 17:35:02","新浪财经","2026-04-04 17:36:57","1","1","4","-1","3","1","3","-1","5","-1","3","-1","5","[""伊朗伊斯兰革命卫队"", ""以色列"", ""袭击"", ""迪莫纳"", ""内盖夫"", ""贝尔谢巴"", ""拉马特甘"", ""防御系统未拦截""]",,"中东冲突避险推升美债需求，名义利率下行，实际利率下降利多黄金（中）","避险下美元需求上升走强，利空黄金（中）","直接军事冲突，地缘风险大幅上升显著利多黄金（极高）","风险资产流出，资金流向避险资产，黄金流动性需求上升利多（中）","恐慌避险情绪升温，看涨黄金情绪增强利多（极高）",,,,"关注中东冲突进展，短期黄金避险价值凸显，警惕波动","短期黄金受中东冲突升级利多，强度高；中期跟踪冲突，长期中性偏多","d00da9a223780e3cb4d810dba8c1d35b","[]","短期利多，强度高，因地缘风险骤升+避险情绪爆发","中期利多，冲突持续则高强度，缓和则减弱","长期中性偏多，取决于冲突是否升级为全面战争"
"5279","以军称伊朗发射集束弹头导弹 击中以中部多地致住宅受损","当地时间4日，以色列救援部门表示，一枚搭载集束弹头的伊朗弹道导弹发射后，其子母弹落在以色列中部城市伯尼布莱克和拉马特甘，导致当地住宅建筑受损。目前，具体伤亡情况尚在核实中。（央视新闻）","2026-04-04 17:38:32","华尔街见闻","2026-04-04 17:40:26","1","1","3","1","3","-1","2","1","4","1","2","1","4","[""以色列"", ""伊朗"", ""集束弹头导弹"", ""击中以色列中部"", ""住宅受损"", ""伤亡待核实""]",,"中东冲突致美债收益率降+通胀预期升，实际利率下降，利多黄金，程度中","风险偏好下降引资金回流美元，美元指数微升，利空黄金，程度低","以伊直接军事冲突陡升地缘风险，黄金避险需求大增，利多，程度高","风险资产流出部分流入黄金，流动性支持有限，利多，程度低","突发冲突引发恐慌情绪，黄金看涨情绪升温，利多，程度高",,,,"关注冲突升级情况，若扩大则黄金短期涨幅或放大，警惕波动","突发以伊军事冲突短期利多黄金，中期看局势演变，长期依赖冲突持续度","07748568b80d7c40c928e07df2fe07f7","[]","短期利多黄金，强度中高（地缘/情绪驱动主导）","中期利多，强度中（若冲突未扩大则影响趋弱）","长期利多，强度低（局势可控则影响减弱）"
"5280","黎巴嫩通讯社：以色列空袭黎巴嫩南部提尔区“马拉卡”镇，造成五人死亡。","黎巴嫩通讯社：以色列空袭黎巴嫩南部提尔区“马拉卡”镇，造成五人死亡。","2026-04-04 17:54:41","新浪财经","2026-04-04 17:56:52","1","1","3","0","1","0","1","1","3","0","1","1","3","[""以色列"", ""黎巴嫩"", ""空袭"", ""5人死亡"", ""中东冲突""]",,"局部冲突未冲击美债供需或通胀，实际利率无明显变动","局部冲突规模有限，美元避险需求弱，指数无显著变化","中东地缘冲突加剧，风险溢价上升，黄金避险需求增加","未引发全球资本流动，市场流动性稳定","冲突引发避险情绪小幅升温，黄金看涨情绪增强",,,,"局部中东冲突短期利多黄金，关注冲突是否升级","短期黄金受避险推动偏强，中期看冲突发展","77ce1be38006024d1d246c86d8280b44","[]","利多，中等强度（地缘风险+情绪推动）","中性（若冲突未升级，影响消退）","中性（需冲突持续/扩大才影响）"
"5281","巴林国防军：自伊朗冲突开始以来，已拦截并摧毁188枚导弹和453架无人机。","巴林国防军：自伊朗冲突开始以来，已拦截并摧毁188枚导弹和453架无人机。","2026-04-04 17:54:23","新浪财经","2026-04-04 17:57:20","1","1","4","1","2","-1","3","1","4","1","2","1","4","[""巴林国防军"", ""拦截摧毁"", ""188枚导弹"", ""453架无人机"", ""伊朗冲突""]",,"地缘紧张推升美债需求，实际利率短期下行，利多黄金","中东避险推升美元短期走强，利空黄金","冲突持续+拦截行动，地缘风险上升，利多黄金","风险资产流出，避险资金流入黄金，流动性改善","冲突引发恐慌避险情绪，看涨黄金意愿上升",,,,"关注中东冲突进展，升级则黄金避险需求持续","中东冲突相关行动推升避险，短期利多黄金","41f7a774d9a7d54a4d928f631bf5e7cf","[]","短期利多，强度较高，地缘与情绪驱动","中期若冲突延续则利多，否则中性","长期若冲突缓解则影响弱化，中性为主"
"5282","两架无人机袭击伊拉克鲁迈拉北部油田，造成三名伊拉克工人受伤","两架无人机袭击伊拉克鲁迈拉北部油田，造成三名伊拉克工人受伤","2026-04-04 18:10:09","新浪财经","2026-04-04 18:11:42","1","1","2","0","1","0","1","1","2","0","1","1","2","[""两架无人机"", ""伊拉克鲁迈拉北部油田"", ""三名伊拉克工人"", ""袭击"", ""受伤""]",,"小地缘事件不直接影响美债实际利率，无明显变化","事件规模小，美元指数无显著波动","中东油田遇袭，地缘风险微升但未扩大，利多黄金","事件未引发大规模资金流动，流动性无明显影响","避险情绪略有上升，看涨黄金情绪微增",,,,"关注中东后续冲突动向，当前小事件对黄金影响有限","当前小地缘事件短期微利多黄金，中期需跟踪冲突升级情况","77b318ae471a4822677035a156a8c8e0","[]","短期利多，强度低，因事件规模有限","中期中性，需观察后续冲突是否升级","长期中性，无持续地缘影响"
"5283","【伊拉克民兵武装遭美以空袭 致1死5伤】据伊拉克什叶派民兵武装“人民动员组织”声明，当地时间4月4日约5时，该组织位于伊拉克西部安巴尔省加伊姆镇边境口岸附近的第...","【伊拉克民兵武装遭美以空袭 致1死5伤】据伊拉克什叶派民兵武装“人民动员组织”声明，当地时间4月4日约5时，该组织位于伊拉克西部安巴尔省加伊姆镇边境口岸附近的第45旅驻地遭美以空袭，目前已造成1人死亡，另有5人受伤。","2026-04-04 18:09:13","新浪财经","2026-04-04 18:12:03","1","1","3","1","1","-1","1","1","2","0","1","1","2","[""伊拉克什叶派民兵武装"", ""美以"", ""空袭"", ""1死5伤"", ""伊拉克安巴尔省""]",,"小规模地缘冲突未直接影响美联储政策，实际利率波动极小，影响程度低","中东局部冲突对美元避险支撑有限，美元微幅波动，影响程度低","美以空袭伊拉克民兵，提升中东紧张局势，地缘风险上升，利多黄金，影响程度中","事件规模小，未冲击资本市场流动性，无明显影响","避险情绪略有升温，但幅度有限，利多黄金，影响程度中",,,,"关注中东局势是否升级，单次小规模事件对黄金影响有限，暂不追高","单次美以空袭伊拉克民兵事件对黄金短期利多但强度中，中长期中性，需观察局势演变","38101739df55af87c1adc229b2dfdcb5","[]","短期利多，强度中（地缘风险提升，情绪略避险）","中期中性（若冲突未升级，影响消退）","长期中性（单次事件难持续影响，需看局势是否扩大）"
"5284","奥地利副总理：不想卷入特朗普发动的战争","奥地利副总理巴布勒3日在社交媒体发文说，必须禁止美国军机使用奥地利领空，奥地利不想卷入美国总统特朗普发动的战争。“奥地利必须禁止美国军用飞机进入我们的领空。我们不想卷入特朗普混乱的政策和他发动的战争，那将给我们带来下一场能源危机。”巴布勒说，保持中立是奥地利这一永久中立国的基本价值观，奥地利反对战争。（新华社）","2026-04-04 18:11:04","华尔街见闻","2026-04-04 18:13:34","1","1","3","0","1","0","1","1","3","0","1","1","3","[""奥地利副总理巴布勒"", ""禁止美国军机使用奥地利领空"", ""不想卷入特朗普发动的战争"", ""永久中立国"", ""反对战争""]",,"未涉及通胀、货币政策等，美债实际利率影响中性低","无直接美元相关因素，影响中性低","潜在战争风险预期升温，利多黄金，程度中","无流动性相关事件，影响中性低","避险情绪升温，利多黄金，程度中",,,,"跟踪地缘冲突升级，单国表态影响有限","短期利多黄金，中期看冲突进展，长期中性","501beac13940dbb3de90b6f9a32c060c","[]","短期地缘风险预期升温，利多黄金，强度中等","无冲突升级则影响减弱，中性偏利多","无实际战争则影响消退，中性"
